Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
073c9d2c-7dae-3ceb-be39-06ae0c88f6be,6b209cfb-56fd-31b8-895e-c936839bfa1d,Colton403 Glover433,M,GENERAL PRACTICE,37 BIRCH ST,MILFORD,MA,017575501,42.1424349,-71.48943173357203,104,0
932797ea-c81c-3735-b279-3275919eaa71,ad82d624-72eb-3c7d-a76d-79f2668d1390,Mathew182 Howe413,M,GENERAL PRACTICE,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,28,0
9b7fcbfb-98dd-3797-9470-7829b481e201,3498e7d3-90fd-366b-bc6a-6f41dad6bae6,Pat3 Bradtke547,M,GENERAL PRACTICE,112 WEST MAIN STREET,NORTHBOROUGH,MA,015321824,42.318559050000005,-71.65097281611972,12,0
f86d3a7f-493f-3a09-9054-2fd16faf91f6,901c2d40-1ca3-3879-9a20-c663b8adc0a9,Emory494 Schuster709,M,GENERAL PRACTICE,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,310,0
ffe86034-d57c-32c0-8335-2144c9e3e96f,6170552c-4d27-3e64-8068-64a380f1837d,Jackelyn13 Pacocha935,F,GENERAL PRACTICE,76 SUMMER ST,HAVERHILL,MA,018305814,42.7786873,-71.07306505177553,68,0
44b1ed6f-7b9e-3184-8c0e-fabe22a30cf2,328f813e-4de8-3ec2-a113-43f3ddfb0b2a,Victoria535 Roob72,F,GENERAL PRACTICE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,24,0
d52db26b-1889-3a82-8d52-c1e12b71b3d6,200746fc-5d0f-3ec7-a2a9-3d9a219ee139,Latrisha74 Rippin620,F,GENERAL PRACTICE,800 CUMMINGS PARK  SUITE 3100,WOBURN,MA,018016355,42.4977745,-71.1237712,1,0
fb000bad-70a7-31e9-af22-c4282f9bd575,dd3307db-114c-3f11-be44-a9eef6bb3fc5,Francis500 Ratke343,M,GENERAL PRACTICE,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,25,0
d880bf80-b444-35b6-bdde-7788202a8067,45e64170-207e-3786-b970-76fca7a5691b,Henriette328 Hilpert278,F,GENERAL PRACTICE,50 INDIAN NECK RD,WAREHAM,MA,025712174,41.7539753,-70.69890130810117,1,0
7588e09f-969a-3e4e-9777-e73e13bcf418,756ed90d-15f4-377d-b99f-ca1de5633481,Cathleen724 Runte676,F,GENERAL PRACTICE,115 HOLLISTON ST,MEDWAY,MA,020531954,42.158983899999996,-71.41067830029175,1,0
56367207-2e7b-3734-89ea-8631b28c8295,9d0e702d-50a0-3f4c-9126-0951d560fd4b,Otha286 Roberts511,M,GENERAL PRACTICE,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,24,0
271d0584-638e-3417-92d7-4b4de26d1a72,50c47685-8125-3c50-8311-8bd7ba9e9108,Kirby843 McKenzie376,M,GENERAL PRACTICE,4199 WASHINGTON ST,ROSLINDALE,MA,021311733,42.2871447,-71.1277526,19,0
dcf2d722-74c5-3362-ab76-30672e063cba,a6964d47-8af0-3df2-b99d-d8414eb1cfa3,Rafael239 Delafuente833,M,GENERAL PRACTICE,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,41.924394750000005,-71.36076410900014,1822,0
fb89b558-1676-3809-972e-9aa367e57cbd,dac75bc1-cbfa-306b-9a0a-88d5edf3638d,Henry768 Ebert178,M,GENERAL PRACTICE,170 COREY ROAD,BRIGHTON,MA,021358244,42.3433093,-71.14003855124017,2,0
480bd78e-5c21-3add-8640-4154a3f48205,0d7ef8ee-4e45-3b40-9f2b-f558dce71574,Douglas31 Kuhlman484,M,GENERAL PRACTICE,200 BOYLSTON ST,CHESTNUT HILL,MA,024672008,42.318869649999996,-71.17524247213663,26,0
7d6caa87-93de-3c7f-bd32-d5566ddaa53b,f312977e-8f41-3816-84cc-e5b12ba36955,Harlan808 Langosh790,M,GENERAL PRACTICE,1153 CENTRE ST,JAMAICA PLAIN,MA,021303446,42.3017598,-71.12855793387442,20,0
5aea2774-5763-3b6b-93f8-204a44aec78e,a2d45ee8-b930-3169-b612-f602961ad212,Florance664 Leannon79,F,GENERAL PRACTICE,37 MINUTEMAN WAY,SHREWSBURY,MA,015452229,42.288207,-71.73443816915585,36,0
93433ac2-3e5d-3926-817c-8a1d3840c258,4fa643ae-1f58-3c2e-9f33-0ba56345ad10,Trevor374 Williamson769,M,GENERAL PRACTICE,361 MAIN ST,WAREHAM,MA,025712153,41.761384899999996,-70.71911431737183,52,0
b6087ce4-5ce0-3f32-bc4d-6d75268a2b6e,e98ef46c-e94c-34bc-9cf5-134d8ddcbac5,Jamey282 Olson653,M,GENERAL PRACTICE,10 EMORY ST,ATTLEBORO,MA,027033002,41.9447388,-71.27972821642685,2,0
5407782f-5db7-3085-819b-b6688741c15e,fa34d205-5ac2-3ba2-80a4-bef345dc57f5,Shawnna218 Daniel959,F,GENERAL PRACTICE,37 BROADWAY,ARLINGTON,MA,024745552,42.408086,-71.135914,1,0
19c6c24b-9c84-3ea2-90f7-069ed9656dd1,fb4a08b8-57ee-382b-b3cb-43d94f1bb4c0,Jude172 Hammes673,M,GENERAL PRACTICE,1010 SOUTH MAIN STREET,FALL RIVER,MA,027242855,41.690775450000004,-71.16515282264554,34,0
51a6ca8d-49fb-39f8-988d-d77fc5fb9847,3d5fbf38-c781-3e04-8c7e-5a402611b7d4,Vito638 Barton704,M,GENERAL PRACTICE,260 ELM ST,SOMERVILLE,MA,021442951,42.3955992,-71.1227391,55,0
1245196b-c5d4-30e9-89ba-fa5864ff8ca3,94ac48ba-e215-3ab9-ba88-a0b926d29cef,Nerissa37 Hahn503,F,GENERAL PRACTICE,300 WINTHROP STREET,MEDFORD,MA,021552311,42.421527,-71.11834,9,0
88699494-7e91-3646-bc97-56e656e5c2f5,0334ad53-5d57-384e-a411-63b075139c06,Miguel Ángel46 Haro814,M,GENERAL PRACTICE,66 CENTRAL STREET,EAST BRIDGEWATER,MA,023331913,42.03160525,-70.9572577506426,7,0
d4523a42-ae7d-3dcc-93b4-aba63ad527c8,8ce066ae-10ad-3679-9272-387e8cb21947,Dane516 Tromp100,M,GENERAL PRACTICE,3 CHERRY ST,NEWBURYPORT,MA,019503928,42.80038345,-70.87664535540449,17,0
ddb2fdf8-8acc-35fb-850e-ff0961a11f5e,f438b8e0-d856-328a-b193-2b014fc4cb97,Tyron580 Reinger292,M,GENERAL PRACTICE,981 VARNUM AVENUE,LOWELL,MA,018541913,42.64591185,-71.36487149058269,6,0
7ef19f81-80ac-3793-b3c4-18e0260846bd,936ceb96-2b12-371f-aa68-ee02a9c06f4c,Eddie505 Keeling57,F,GENERAL PRACTICE,225 BOSTON ST,LYNN,MA,019043124,42.470497449999996,-70.96003668151566,111,0
2b65c575-5dd2-3ac3-be17-7aeb1e9144fb,7b7ce654-a413-37d1-9d34-97240c0ac580,Liberty95 Kihn564,F,GENERAL PRACTICE,1 WRENTHAM ST,BELLINGHAM,MA,020192532,42.025037350000005,-71.48945118224057,400,0
edbbb8b9-dfe7-3379-aa0a-fd63c5fa35fa,3e97ce4f-3ad7-3cea-883f-e2bb4ca89d83,Dan465 Swift555,F,GENERAL PRACTICE,30 NEW CROSSING RD,READING,MA,018673270,42.51809619399502,-71.0959083715027,1,0
c84f61f2-af16-3e78-9b1a-6ba8d78cfa30,d5920b72-ac1a-3ec4-81ca-e3b75cb7aadd,Donovan745 Daugherty69,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,132,0
a9f8312e-0800-3fd7-9b6a-3071c4661c46,552ede7f-2ba4-39ef-9217-29d27b89b8a7,Shameka870 Reichert620,F,GENERAL PRACTICE,87 SHATTUCK STREET,HAVERHILL,MA,018302319,42.796917699999995,-71.05216081525802,2,0
e4c2d718-49d5-312d-9a68-428d75b4cd55,c6b019eb-28ec-36f6-abf3-bcc4d1d58966,Sherwood961 Aufderhar910,M,GENERAL PRACTICE,33 AVON ST,WAKEFIELD,MA,018802310,42.50403445,-71.07462951514611,57,0
651b68bc-4e67-3914-9894-750e0b4b9c32,06376cbe-4880-384b-b459-7ce3eef36ced,Cody889 Ratke343,F,GENERAL PRACTICE,387 QUARRY ST,FALL RIVER,MA,027231026,41.6932713,-71.1402431739568,79,0
2e531cf3-676e-324e-9036-439cf1af47a0,2836d9ac-c6a6-39d1-8f13-fdf0fc8928f4,Carlton317 Koch169,M,GENERAL PRACTICE,365 EAST ST,TEWKSBURY,MA,018761950,42.6069472,-71.2180803,73,0
4010b2f0-ab84-3d0c-94cb-93165c2de70a,a2f8d8fe-665e-390f-8b9b-efdc0b14a77c,Pearlene638 Towne435,F,GENERAL PRACTICE,161 JACKSON ST,LOWELL,MA,018522103,42.6425382,-71.3093946,42,0
9520727c-b720-3d80-85cb-bd9e5ac95e19,4fa8411f-42f8-3353-8947-bf15254c9dee,Jess275 Gutmann970,M,GENERAL PRACTICE,90 GREENWOOD STREET,WAKEFIELD,MA,018804039,42.476321150000004,-71.06922169005762,13,0
2db8255d-11e8-3222-bdc5-8fb1d1d18ae3,4705a8fd-19cd-32c1-8b3e-34bcfe84d0bd,Jimmie93 Mayert710,M,GENERAL PRACTICE,55 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601607,41.983529,-71.332241,256,0
cc2bf49f-cdd6-302d-8b9a-81b45bb763f8,578b56de-fe9c-32e1-aea4-876f8bc01e9c,Ollie731 Dooley940,M,GENERAL PRACTICE,49 HILLSIDE STREET,FALL RIVER,MA,027205211,41.707406500000005,-71.14593659462452,131,0
5d8f0dd3-0e06-37d6-862c-7870c62e3063,18a96051-91f4-3cba-af96-056ea14dfee0,Gaston250 Grimes165,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,019503872,42.81369325,-70.89091645747592,3,0
498ef90d-e6d6-371d-98fc-63d02fda713f,07ae483b-b351-3add-8b05-afba832b88ea,Harold594 Murray856,M,GENERAL PRACTICE,5 REDLANDS ROAD,WEST ROXBURY,MA,021321506,42.2879347,-71.15108161583282,2,0
de7cdb29-7ba5-3ac5-8fd7-5c59b9c2761d,b44955d1-f0e2-3beb-a013-708a81dbe430,Idella49 Runte676,F,GENERAL PRACTICE,680 CENTRE ST,WEST BRIDGEWATER,MA,023791600,42.0219112,-71.019004,49,0
44a8a2fb-0e40-3bd0-a820-ac28f1f98055,c1986c0c-f756-3596-8f90-08adacf220fe,Cristy798 Auer97,F,GENERAL PRACTICE,73 CHESTNUT STREET,SAUGUS,MA,019061605,42.4573919,-70.9918055,15,0
76689ce2-0b20-30f1-8626-70ef3aeb7913,1853aeef-5897-326a-80d6-aa4b0459eb6d,Jewel43 Kassulke119,M,GENERAL PRACTICE,381 WICKENDEN ST,ATTLEBORO,MA,027032247,41.9438129,-71.2806515,6,0
350f7d84-6685-36ad-8b72-ce749a354f29,94dda4e1-7476-367a-b1f8-37ea7f61a1b7,Dylan44 Robel940,M,GENERAL PRACTICE,145 WARD HILL AVENUE,WESTBOROUGH,MA,015811017,42.2694308,-71.6129907,140,0
affc5b9f-8914-323d-8b0d-753a217b48df,2ca615f3-87f7-3283-a447-d919a883b676,Isaias604 Dickinson688,M,GENERAL PRACTICE,1399 WASHINGTON ST,HANOVER,MA,023391653,42.1441354,-70.8440854,3,0
2b13a02b-923f-3408-916e-c8a4537ccf28,0a689d33-2b0d-3942-8de8-e28812e91c69,Noah480 Pagac496,M,GENERAL PRACTICE,47 SEAVERNS AVE # 5,BROOKLINE,MA,024463806,42.3317642,-71.1211635,30,0
eae071e2-46c2-3512-b98e-4c7fbcfdc0a8,6e517750-a29e-3170-a02b-5733ff523458,Levi940 Abbott774,M,GENERAL PRACTICE,101 BARRY RD,WORCESTER,MA,016091275,42.3030701,-71.8333408960994,27,0
74e40ee5-ab7a-313a-ab0a-dae0fb038ec9,1aa9084e-2b86-3d6e-93ab-dbe6d4dda601,Casey401 Schultz619,M,GENERAL PRACTICE,100 OLD BILLERICA RD,BEDFORD,MA,017301267,42.499905749999996,-71.25668964877971,1,0
cf986c85-bf1c-368b-9169-b9c8736e5e53,83a08dcf-7ed6-3d2e-afc0-a72c05d2563c,Thaddeus38 Stiedemann542,M,GENERAL PRACTICE,755 MAIN ST,HAVERHILL,MA,018302166,42.797835,-71.0878121,32,0
42e71d87-69f0-3557-a6eb-056547759a37,25c85bcc-7e25-36bc-89e8-08e0d473db23,Sharron285 Okuneva707,F,GENERAL PRACTICE,138 S MAIN ST STE 14,MILFORD,MA,017573272,42.1270746,-71.51639128815474,151,0
7ebdff0b-50a7-349d-9a32-99fb7cf9a768,d9b71ccf-6649-3555-9e99-44eac0af257f,Rocio28 Leiva147,F,GENERAL PRACTICE,655 DEDHAM ST,WRENTHAM,MA,020931135,42.084901,-71.30689224201797,211,0
3f8aa7c0-bf40-3b71-90ff-3b89272c88b7,f002fb4c-544a-3139-b3f1-439864d5474a,Merlin721 Cruickshank494,M,GENERAL PRACTICE,266 LINCOLN AVE,SAUGUS,MA,019063037,42.44952884999999,-70.99452689295308,4,0
0278cf1f-2382-36b6-b2e9-ec452261161b,cbebae9e-f95e-3d2c-9712-289ea8d6aeec,George991 Haley279,M,GENERAL PRACTICE,49 ROBINWOOD AVENUE,QUINCY,MA,021698130,42.2509914,-71.0037374,1,0
4aca61be-c4fb-32ac-8153-c6f1f7ea1231,5862e05c-9533-3f7a-8f73-215d50f5ee2f,Emilio417 Barton704,M,GENERAL PRACTICE,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,12,0
03efd61a-aa54-355f-94a5-bcd6f8f050af,ec7e487e-7e78-3eac-a9ee-37f8de98a0f9,Marlene554 Hammes673,F,GENERAL PRACTICE,277 WASHINGTON STREET,ABINGTON,MA,023512489,42.10060947239023,-70.94967338146704,3,0
634558bf-6fbf-3e84-9a2d-a33a1a688b07,ad482681-b4c4-3fce-ac59-78c83d31b0ba,Jeanie708 Turner526,F,GENERAL PRACTICE,130 CHESTNUT ST,FRANKLIN,MA,020383903,42.08345955,-71.38413379825735,7,0
1489969a-e5c9-3462-b55a-0f900da91bd5,ce9c1582-994d-32bf-835c-474a249d2804,Clifton91 Veum823,M,GENERAL PRACTICE,275 MARTINE STREET  SUITE 104,FALL RIVER,MA,027231500,41.68393816525316,-71.1220830626733,5,0
eea29cbc-1688-391f-a12d-0ca2fb739bb0,2bde75a8-708f-3930-8d57-100ab365d413,Cedrick207 Gleason633,M,GENERAL PRACTICE,173 WORCESTER ST,WELLESLEY,MA,024815521,42.2964859,-71.2925571,75,0
4c7079ec-561b-30d2-b1f5-8dab13559549,845fbd9b-2d1c-39a8-8261-28ae40e4fab2,Bennett146 Rippin620,M,GENERAL PRACTICE,14 PROSPECT STREET,UPTON,MA,015681431,42.1700209025178,-71.59409308099494,253,0
b8a5b934-d558-3721-9704-27a99ee138a4,bac9dc0c-cb0f-3fa6-aa12-819dd0fb922a,Nicholas495 Greenfelder433,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021452935,42.3875968,-71.0994968,16,0
9a1cfcfb-0024-33e4-aca0-9b1250e79c76,84d5768f-3a21-3da9-aad2-bbf7a3ae2700,Elba502 Schneider199,F,GENERAL PRACTICE,817 MERRIMACK ST,LOWELL,MA,018543548,42.650296999999995,-71.32263756223612,36,0
5c52eda8-fb2d-32ff-bc60-4ff7f53cd0ce,ecd3b321-0a8a-3ce6-81f0-982dd77fce43,Tracie996 Lesch175,F,GENERAL PRACTICE,25 HIGHLAND AVE,NEWBURYPORT,MA,019503867,42.81369325,-70.89091645747592,2,0
c18424b3-8f95-3a49-b32c-aad18060921a,9a20d707-68e4-32c0-b2b2-2f5d5c2012cd,Lorinda137 Pouros728,F,GENERAL PRACTICE,131 CAMBRIDGE ST STE 1,BURLINGTON,MA,018033711,42.50284395,-71.19574553661971,37,0
539ae437-f722-3c08-ae20-983a2640ec5a,a25107f7-f4f5-36fc-98e4-f3e1b5875c91,Yesenia104 Wilderman619,F,GENERAL PRACTICE,1285 BEACON ST,WOBURN,MA,018012157,42.4979478,-71.1684508,4,0
f66fb7fb-e5c2-3ca7-bbd1-9f8406a6bf4b,bdd9ad72-443a-3563-a626-4c45f6d058b2,Angele108 Bogan287,F,GENERAL PRACTICE,147 PELHAM STREET,WORCESTER,MA,016072105,42.265209,-71.814005,3,0
8f1003fb-00c0-359e-aa59-ce65331a7107,05fcf001-ab24-3d7d-85f7-f64942d82738,Nickolas58 Schumm995,M,GENERAL PRACTICE,250 POND STREET,FRAMINGHAM,MA,017014592,42.2838619,-71.4093719,182,0
776e0ab1-88ff-3060-929f-fa21a6b7f603,e5d50afe-8c7d-35f5-96f5-fb8941403b0f,Justin359 Hayes766,M,GENERAL PRACTICE,125 S CLARK ST STE 900,FALL RIVER,MA,02722,41.74223,-71.129706,36,0
805b12b9-ba84-3f98-b607-29f2de54edfc,89171335-b9c0-3326-98d6-a837d432b9fd,Lorette239 Hauck852,F,GENERAL PRACTICE,150 FLANDERS ROAD,LYNN,MA,019042915,42.466763,-70.9494939,178,0
021f465e-9e16-3f15-865f-cddf232ffa77,217cb6f6-e822-3831-9d9d-ffa104971042,Cira533 Jakubowski832,F,GENERAL PRACTICE,2 REHABILITATION WAY,WOBURN,MA,018016003,42.46352265,-71.161925472006,178,0
f79031d4-fedc-3c94-abef-cb99686b1c83,8a6e21d0-da20-3378-8176-4e5ad2b51983,Laine739 Torphy630,F,GENERAL PRACTICE,84 ELM STREET,HOLLISTON,MA,017462138,42.20234485,-71.42493275079366,19,0
6cf660ba-e0cc-3a6f-b30b-782d2cffc028,121b0ad1-1beb-3caa-9271-3d3f726bb727,Cortez851 Price929,M,GENERAL PRACTICE,1030 MAIN STREET,WALTHAM,MA,024517447,42.375828,-71.2527956,2,0
1db532db-15d5-3bfd-9f99-fcf3b7680a29,883f57b8-89c6-3dc4-b6da-047705c88623,Parker433 Bailey598,M,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027203703,41.7093779,-71.1460783680883,102,0
e09b203c-b2f6-3d1f-a390-2fd9f85ba5c4,f6ba791e-fe68-3596-bef4-60751db6a60e,Cleo27 Crooks415,M,GENERAL PRACTICE,37 BIRCH STREET,MILFORD,MA,017575501,42.1424349,-71.48943173357203,24,0
b9b6b824-8097-3259-9760-3914afb2a72e,485ae27b-c5ba-3fd0-9a16-c9eea20be185,Alejandro916 Kris249,M,GENERAL PRACTICE,275 MARTINE STREET  SUITE 202,FALL RIVER,MA,027231518,41.68393816525316,-71.1220830626733,6,0
3934c6ba-5447-3135-a135-2115f59a8498,c709c5eb-ddd7-3778-84f7-0931a4d1c718,Jim478 Goyette777,M,GENERAL PRACTICE,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,22,0
aa56e6d1-c1ed-3d7a-82c8-1c05b3093a16,c05d73d0-b348-32ce-9fe5-13a720950f37,Rema399 McDermott739,F,GENERAL PRACTICE,45 DRUM HILL RD,CHELMSFORD,MA,018241503,42.6255635,-71.3615131,4,0
f20cb8c0-2649-3e5e-8b98-444ecbcb17c6,0592d4e5-a0fb-3143-83cd-8e5a6b066a96,Vicente970 Gallardo890,M,GENERAL PRACTICE,20 EAST ST,HANOVER,MA,023391638,42.1278249,-70.82664947485381,2,0
84c57c49-ee26-3447-b2ef-2b6458c8417f,7b5bf0fc-c5c0-3f22-980b-fdfff326a9b4,Tabitha433 Kling921,F,GENERAL PRACTICE,40 CUMBERLAND AVE,NORTH ATTLEBORO,MA,027604445,41.9316677,-71.35407469790115,49,0
e531c32f-99cf-397e-8e3b-e4ef7aa281b1,6aae7a31-90df-3455-ad8d-81f8cf2d21e8,Houston994 Funk324,M,GENERAL PRACTICE,680 CENTRE ST,BROCKTON,MA,023023308,42.0872752,-70.9910738855076,87,0
