Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6fbddf55-7096-b883-7cd3-260f27953080,1981-05-03,,999-94-1171,S99980696,X02036118X,Mrs.,Clarinda196,Serena400,Farrell962,,Mayert710,M,white,nonhispanic,F,Southwick  Massachusetts  US,205 Doyle Parade,Burlington,Massachusetts,Middlesex County,25017,01730,42.50650523065799,-71.21144047274721,16552.37,1514085.94,18417
947c82ee-1735-c9ed-8210-38cb93d8070c,2016-03-20,,999-50-9740,,,,Marcell728,Augusta206,Hammes673,,,,white,nonhispanic,F,Medfield  Massachusetts  US,350 Quigley Mill,Boston,Massachusetts,Suffolk County,25025,02131,42.27694894483813,-71.13954379177159,33192.32,287.14,107995
62f60bdb-cc5c-8305-b98b-f2b229a55eca,1975-08-25,2015-03-06,999-12-9859,S99977095,X52714723X,Mrs.,Angel97,Rocio28,Murray856,,Luettgen772,D,white,nonhispanic,F,Rehoboth  Massachusetts  US,120 Collins Path Suite 22,Fall River,Massachusetts,Bristol County,25005,02790,41.695915023588334,-71.14174870097861,555047.40,411543.24,74269
c0a47dee-cc72-29ce-df5a-ea6d306c36a4,1986-12-26,,999-95-9468,S99951330,X48271560X,Mr.,Jonathan639,Vernon254,Carroll471,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,299 Witting Vale Apt 11,Fall River,Massachusetts,Bristol County,25005,02747,41.71443190444846,-71.17965584682092,69623.64,211.97,129734
982750f4-569b-5949-196b-60699bdda3fb,1986-09-14,,999-41-6411,S99925201,X75648088X,Mrs.,Dwana281,Zora492,Schmeler639,,Schuppe920,D,white,nonhispanic,F,Scituate  Massachusetts  US,864 Wisozk Skyway Suite 4,Lowell,Massachusetts,Middlesex County,25017,01851,42.66502947266086,-71.34409739443451,211140.30,190304.49,51919
2c167999-289d-95fa-5c27-7d8b8d35348c,1973-11-15,,999-81-3939,S99998128,X73974020X,Mr.,Eliseo499,Laverne101,Nader710,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,257 Wiza Forge Suite 31,Revere,Massachusetts,Suffolk County,25025,02151,42.42403681433789,-70.99809615810418,114515.12,41588.82,28811
aa616abe-1761-0c9a-7959-07544679dafd,1958-09-17,,999-83-4774,S99910238,X77922682X,Mrs.,Jona712,Bonnie873,Cruickshank494,,Robel940,D,asian,nonhispanic,F,Hanoi  Hà Đông  VN,997 Grant Row Unit 85,Peabody,Massachusetts,Essex County,25009,01960,42.52301776095647,-71.05524780399834,1349635.29,540663.88,81174
c86c400e-ff88-a1e3-2e23-caa4d8311f47,1947-01-03,,999-14-5114,S99964423,X50235038X,Mr.,Cristobal567,Alfredo17,Montero62,,,M,white,hispanic,M,Santo Domingo  National District  DO,479 Haag Camp,Saugus,Massachusetts,Essex County,25009,01906,42.433320618228656,-70.96440007767636,563477.33,503607.47,109315
e74367bd-7385-97dc-2c7f-251b4cd9fe29,1960-07-27,,999-21-9587,S99989398,X98965079X,Mrs.,Tennille443,Denna536,McDermott739,,Rosenbaum794,M,white,nonhispanic,F,Greenfield  Massachusetts  US,911 Hauck Key Suite 34,Arlington,Massachusetts,Middlesex County,25017,02476,42.41678968179605,-71.12736743578557,19107.07,1126355.22,23284
080b069b-5108-46b6-ecef-6aacd3b9ef3f,1966-09-25,,999-85-1223,S99973177,X24778207X,Mr.,Chester802,Richie600,Aufderhar910,,,D,white,nonhispanic,M,Lynn  Massachusetts  US,314 Robel Quay,Wareham,Massachusetts,Plymouth County,,00000,41.806103226129906,-70.67818221486861,15725.00,744214.56,23280
922fb35e-148d-9e82-7e65-bfa05e3b3515,1986-10-21,,999-74-7973,S99994468,X95513831X,Mrs.,Agnes294,Laree109,Monahan736,,Muller251,M,white,nonhispanic,F,Newburyport  Massachusetts  US,324 Reinger Highlands Apt 29,Grafton,Massachusetts,Worcester County,,00000,42.2478081602492,-71.65074972716741,286054.16,856635.28,149894
a074d26a-a180-0575-bc12-fcfe1fce537d,1975-08-25,2017-07-27,999-68-8605,S99998854,X01297743X,Mrs.,Hermila490,,Bartell116,,Brekke496,M,white,nonhispanic,F,Cambridge  Massachusetts  US,142 VonRueden Underpass,Fall River,Massachusetts,Bristol County,25005,02721,41.73799535420426,-71.0605694831562,525219.08,203202.07,74269
9661a432-4630-2cd9-142c-386845fae837,1977-12-18,,999-46-9582,S99923490,X39129501X,Mr.,Paul232,Francisco472,Tremblay80,,,S,white,nonhispanic,M,Fitchburg  Massachusetts  US,558 O'Connell Trafficway,Whitman,Massachusetts,Plymouth County,,00000,42.04733216768621,-70.93867701050462,18369.72,192751.97,22146
bff9d9d5-ee3d-d852-9c67-36d8361a4a4a,1944-11-30,,999-45-1987,S99938195,X50612170X,Mr.,Rosario163,,Ortiz186,,,M,asian,nonhispanic,M,Ludlow  Massachusetts  US,438 Schowalter Bypass,Needham,Massachusetts,Norfolk County,25021,02494,42.24438127173491,-71.28164193392622,114142.02,621295.82,179146
35b353dd-402b-571a-d67a-af0a104d0854,1943-07-22,,999-46-5496,S99932091,X57827854X,Mr.,Jody426,,Monahan736,,,M,white,nonhispanic,M,Stoughton  Massachusetts  US,823 Rohan Walk,Stoneham,Massachusetts,Middlesex County,25017,02180,42.430415118201786,-71.11493016497893,126008.40,324959.49,164182
25dbc2c3-a158-d586-2451-b9d7558b28f7,1975-08-25,,999-62-8325,S99967794,X98253753X,Mrs.,Louie190,Sana377,Crona259,,Satterfield305,M,white,nonhispanic,F,Boston  Massachusetts  US,366 Christiansen Skyway Suite 92,Fall River,Massachusetts,Bristol County,25005,02724,41.64626821422019,-71.12936722258456,517423.09,238955.06,74269
ba419d35-0dfe-8af7-347c-eebf02485a56,1925-07-22,2006-07-22,999-49-6110,S99975605,X32090660X,Mrs.,Corie618,Sofia418,Beahan375,,Jast432,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,1028 Hoeger Crossroad,Franklin,Massachusetts,Norfolk County,25021,02038,42.05592795971821,-71.36775579073067,57609.61,1392365.38,18756
fec62472-5b2a-ac3e-5a62-adecf597ab62,1925-07-22,2005-10-01,999-15-9497,S99911470,X12098737X,Mrs.,Shawn523,Kasi212,Hessel84,,Langworth352,M,white,nonhispanic,F,Carver  Massachusetts  US,501 Price Run Unit 34,Franklin,Massachusetts,Norfolk County,25021,02038,42.134690614436195,-71.39477934332544,23415.79,1046346.78,18756
0be5943b-3c4d-835c-d127-9b03a148e7b6,1925-07-22,2012-01-16,999-53-5742,S99992341,X50528202X,Ms.,Arminda86,Lashawn862,Senger904,,,S,white,nonhispanic,F,Williamstown  Massachusetts  US,1036 Lesch Common,Franklin,Massachusetts,Norfolk County,25021,02038,42.133503803461565,-71.45583623219798,31062.61,1535341.84,18756
774eff70-b560-07a7-9a34-d08acaf92b7e,1925-07-22,2025-07-06,999-52-2211,S99989967,X28335102X,Mrs.,Laree109,Kristal814,Hills818,,Rath779,M,white,nonhispanic,F,Swansea  Massachusetts  US,288 Wintheiser Avenue Unit 44,Franklin,Massachusetts,Norfolk County,25021,02038,42.040884884481784,-71.39809167141648,93792.96,2561092.76,18756
a1ca46ed-081e-da53-473f-8c885bf83cc2,1925-07-22,,999-21-8364,S99991765,X32225544X,Mrs.,Sasha806,Deeann517,Pagac496,,Schneider199,M,white,nonhispanic,F,Harwich  Massachusetts  US,689 Marquardt Tunnel,Franklin,Massachusetts,Norfolk County,25021,02038,42.05885228052669,-71.40635767984962,34891.48,1551248.21,18756
